reading_date,district,temp_c,rainfall_mm,humidity_percent
2026-02-03,Ambala,18.0,8.38,79.0
2026-02-03,Amritsar,27.53,62.5,38.33
2026-02-03,Bareilly,27.77,81.99,64.0
2026-02-03,Bathinda,29.0,137.54,63.5
2026-02-03,Fatehabad,27.71,119.26,60.86
2026-02-03,Ferozepur,32.97,43.4,54.33
2026-02-03,Hisar,28.05,91.0,49.67
2026-02-03,Jalandhar,35.7,22.61,46.0
2026-02-03,Karnal,24.32,74.38,61.8
2026-02-03,Kurukshetra,28.17,29.2,58.33
2026-02-03,Ludhiana,24.55,6.1,40.5
2026-02-03,Meerut,23.9,93.55,70.8
2026-02-03,Moga,30.3,38.0,65.33
2026-02-03,Muzaffarnagar,30.8,45.01,74.67
2026-02-03,Patiala,23.73,82.4,63.5
2026-02-03,Saharanpur,20.8,34.54,84.0
2026-02-03,Sirsa,28.95,24.1,63.0
2026-02-04,Agra,22.24,111.3,60.0
2026-02-04,Ambala,27.47,45.3,70.0
2026-02-04,Amritsar,24.1,53.9,73.5
2026-02-04,Bareilly,24.45,96.01,72.5
2026-02-04,Bathinda,24.23,87.0,56.0
2026-02-04,Fatehabad,36.7,56.1,65.5
2026-02-04,Ferozepur,24.02,72.9,56.5
2026-02-04,Hisar,27.75,148.8,68.5
2026-02-04,Jalandhar,22.4,60.27,73.0
2026-02-04,Karnal,34.7,57.7,59.67
2026-02-04,Kurukshetra,29.43,58.32,39.0
2026-02-04,Ludhiana,28.3,102.07,53.5
2026-02-04,Meerut,36.2,26.6,79.0
2026-02-04,Moga,35.2,11.8,50.0
2026-02-04,Muzaffarnagar,24.7,23.3,59.5
2026-02-04,Patiala,31.7,48.5,68.2
2026-02-04,Saharanpur,26.05,10.92,61.0
2026-02-04,Sirsa,36.4,10.3,79.0
2026-02-05,Agra,27.7,45.5,46.33
2026-02-05,Ambala,34.0,26.92,53.0
2026-02-05,Amritsar,26.8,55.3,70.0
2026-02-05,Bareilly,29.49,149.4,60.8
2026-02-05,Bathinda,26.5,108.65,68.75
2026-02-05,Fatehabad,30.6,68.73,68.67
2026-02-05,Ferozepur,32.5,109.66,74.75
2026-02-05,Hisar,30.77,37.3,80.0
2026-02-05,Jalandhar,30.72,69.93,60.0
2026-02-05,Karnal,27.15,67.3,44.0
2026-02-05,Kurukshetra,29.47,116.53,45.33
2026-02-05,Ludhiana,29.33,64.9,80.0
2026-02-05,Meerut,31.84,122.54,68.0
2026-02-05,Moga,25.24,91.41,72.6
2026-02-05,Muzaffarnagar,27.15,34.8,70.0
2026-02-05,Patiala,35.5,25.9,81.0
2026-02-05,Saharanpur,30.05,23.8,81.5
2026-02-05,Sirsa,18.8,46.4,64.0
2026-02-06,Agra,30.2,47.0,63.5
2026-02-06,Ambala,33.75,33.66,67.0
2026-02-06,Amritsar,25.4,0.0,64.0
2026-02-06,Bareilly,30.17,138.38,66.0
2026-02-06,Bathinda,28.1,120.3,50.0
2026-02-06,Fatehabad,23.6,49.78,94.0
2026-02-06,Ferozepur,35.0,43.69,73.0
2026-02-06,Hisar,18.2,0.0,57.0
2026-02-06,Jalandhar,25.9,140.91,61.5
2026-02-06,Karnal,36.23,4.9,51.33
2026-02-06,Kurukshetra,23.05,82.88,79.0
2026-02-06,Ludhiana,21.65,40.0,53.5
2026-02-06,Meerut,26.2,40.39,
2026-02-06,Moga,24.8,22.1,69.0
2026-02-06,Muzaffarnagar,32.2,67.8,82.0
2026-02-06,Patiala,36.5,7.7,38.0
2026-02-06,Saharanpur,22.8,41.0,31.0
2026-02-06,Sirsa,21.18,128.27,51.75
2026-02-07,Agra,33.0,76.26,73.75
2026-02-07,Amritsar,27.95,66.1,53.75
2026-02-07,Bareilly,32.1,36.8,49.0
2026-02-07,Fatehabad,26.15,53.87,69.25
2026-02-07,Ferozepur,29.6,32.51,58.5
2026-02-07,Hisar,27.8,56.2,66.5
2026-02-07,Jalandhar,28.37,85.1,38.0
2026-02-07,Karnal,21.1,7.8,36.0
2026-02-07,Kurukshetra,26.6,43.11,71.25
2026-02-07,Ludhiana,23.55,118.82,64.2
2026-02-07,Meerut,30.35,125.12,64.67
2026-02-07,Moga,28.46,97.16,54.8
2026-02-07,Muzaffarnagar,28.2,26.0,60.0
2026-02-07,Patiala,25.45,59.1,65.0
2026-02-07,Saharanpur,24.4,34.3,89.0
2026-02-07,Sirsa,30.65,12.7,51.0
2026-02-08,Agra,29.57,122.78,52.67
2026-02-08,Ambala,33.7,5.0,59.5
2026-02-08,Amritsar,28.92,12.03,61.75
2026-02-08,Bareilly,29.67,87.63,65.0
2026-02-08,Bathinda,29.67,76.5,66.67
2026-02-08,Fatehabad,40.0,4.7,93.0
2026-02-08,Ferozepur,34.27,46.01,57.0
2026-02-08,Hisar,23.02,90.92,39.5
2026-02-08,Jalandhar,30.8,39.62,89.0
2026-02-08,Karnal,17.55,50.79,50.0
2026-02-08,Kurukshetra,23.4,110.86,51.67
2026-02-08,Ludhiana,26.53,69.52,69.0
2026-02-08,Meerut,26.73,112.41,60.4
2026-02-08,Moga,27.98,151.71,44.5
2026-02-08,Patiala,28.67,61.1,50.0
2026-02-08,Saharanpur,31.3,18.3,88.0
2026-02-08,Sirsa,20.9,40.4,87.0
2026-02-09,Agra,30.95,113.86,53.75
2026-02-09,Ambala,29.6,70.15,50.25
2026-02-09,Amritsar,28.75,94.86,62.0
2026-02-09,Bareilly,26.94,108.59,45.25
2026-02-09,Bathinda,21.25,13.21,78.0
2026-02-09,Fatehabad,21.27,53.74,53.67
2026-02-09,Ferozepur,16.8,0.0,37.0
2026-02-09,Hisar,24.64,143.5,62.8
2026-02-09,Karnal,27.12,93.8,74.33
2026-02-09,Ludhiana,24.9,74.74,79.0
2026-02-09,Meerut,26.83,43.67,55.67
2026-02-09,Moga,24.47,126.7,62.5
2026-02-09,Muzaffarnagar,20.88,80.94,52.75
2026-02-09,Patiala,33.53,72.8,57.67
2026-02-09,Saharanpur,23.8,31.0,39.0
2026-02-09,Sirsa,34.7,9.91,35.0
2026-02-10,Agra,26.55,47.3,53.0
2026-02-10,Ambala,31.03,57.3,68.0
2026-02-10,Amritsar,28.72,121.1,69.6
2026-02-10,Bareilly,26.23,72.0,75.0
2026-02-10,Bathinda,27.3,58.79,82.0
2026-02-10,Fatehabad,24.8,37.7,76.5
2026-02-10,Ferozepur,20.9,24.0,
2026-02-10,Hisar,26.47,75.28,68.67
2026-02-10,Jalandhar,25.72,62.72,64.0
2026-02-10,Karnal,22.2,0.7,88.0
2026-02-10,Kurukshetra,19.8,32.26,67.5
2026-02-10,Ludhiana,36.2,87.3,44.0
2026-02-10,Meerut,29.33,58.1,68.0
2026-02-10,Moga,23.56,88.1,66.8
2026-02-10,Muzaffarnagar,28.2,0.0,84.0
2026-02-10,Patiala,22.07,78.59,82.67
2026-02-10,Saharanpur,33.95,59.0,61.5
2026-02-10,Sirsa,21.95,48.38,54.5
2026-02-11,Agra,23.53,66.71,73.0
2026-02-11,Ambala,35.9,42.93,57.0
2026-02-11,Bareilly,28.44,197.3,46.4
2026-02-11,Bathinda,23.25,19.2,77.0
2026-02-11,Fatehabad,35.3,47.76,71.5
2026-02-11,Hisar,26.52,125.77,61.25
2026-02-11,Jalandhar,29.47,75.1,63.67
2026-02-11,Karnal,29.5,16.1,57.67
2026-02-11,Kurukshetra,24.3,94.7,80.0
2026-02-11,Ludhiana,28.85,79.8,62.0
2026-02-11,Meerut,16.7,48.8,64.0
2026-02-11,Moga,25.27,18.5,71.0
2026-02-11,Muzaffarnagar,32.83,63.89,80.67
2026-02-11,Patiala,35.1,0.0,58.0
2026-02-11,Saharanpur,27.9,14.4,84.0
2026-02-11,Sirsa,15.1,14.99,
2026-02-12,Agra,26.88,146.4,42.25
2026-02-12,Ambala,27.93,170.98,58.0
2026-02-12,Amritsar,27.7,101.8,81.5
2026-02-12,Bareilly,25.93,33.9,72.67
2026-02-12,Bathinda,35.6,13.2,47.0
2026-02-12,Fatehabad,27.84,226.24,52.86
2026-02-12,Ferozepur,22.58,114.91,69.0
2026-02-12,Hisar,27.16,99.04,49.2
2026-02-12,Karnal,23.23,104.8,74.33
2026-02-12,Ludhiana,21.4,55.54,94.0
2026-02-12,Meerut,31.83,167.69,63.67
2026-02-12,Moga,21.05,82.35,69.0
2026-02-12,Muzaffarnagar,28.98,106.87,71.83
2026-02-12,Patiala,27.0,21.7,63.75
2026-02-12,Saharanpur,38.0,32.0,49.0
2026-02-12,Sirsa,36.7,12.45,90.0
2026-02-13,Ambala,27.8,115.3,49.4
2026-02-13,Bareilly,21.3,45.9,45.0
2026-02-13,Bathinda,26.77,18.5,50.33
2026-02-13,Fatehabad,18.9,18.9,48.0
2026-02-13,Ferozepur,28.8,31.8,47.0
2026-02-13,Hisar,16.5,6.8,83.0
2026-02-13,Jalandhar,35.6,47.9,
2026-02-13,Karnal,26.32,56.13,54.25
2026-02-13,Kurukshetra,37.8,15.1,42.0
2026-02-13,Ludhiana,27.22,99.62,55.2
2026-02-13,Meerut,30.48,158.93,61.75
2026-02-13,Moga,27.1,122.37,48.5
2026-02-13,Muzaffarnagar,22.8,43.9,51.0
2026-02-13,Patiala,34.7,16.9,91.0
2026-02-13,Saharanpur,29.82,19.81,55.67
2026-02-13,Sirsa,29.53,133.46,71.29
2026-02-14,Agra,28.1,51.46,68.33
2026-02-14,Ambala,18.1,70.08,50.0
2026-02-14,Amritsar,29.0,104.4,64.0
2026-02-14,Bareilly,25.77,51.94,63.67
2026-02-14,Bathinda,27.8,94.1,75.75
2026-02-14,Fatehabad,24.63,62.18,63.67
2026-02-14,Ferozepur,26.6,78.6,54.5
2026-02-14,Hisar,26.6,37.5,39.0
2026-02-14,Jalandhar,24.65,101.79,57.33
2026-02-14,Karnal,17.2,0.0,89.0
2026-02-14,Kurukshetra,27.8,43.48,72.33
2026-02-14,Ludhiana,26.58,104.1,70.0
2026-02-14,Meerut,30.84,119.92,62.6
2026-02-14,Moga,23.45,25.97,53.5
2026-02-14,Muzaffarnagar,25.5,46.69,45.5
2026-02-14,Saharanpur,25.65,35.48,55.0
2026-02-14,Sirsa,32.75,41.4,69.0
2026-02-15,Agra,27.76,127.63,77.8
2026-02-15,Ambala,24.85,167.21,54.33
2026-02-15,Amritsar,30.15,51.5,78.5
2026-02-15,Bareilly,28.87,83.8,58.0
2026-02-15,Bathinda,22.5,148.9,58.33
2026-02-15,Fatehabad,19.2,18.7,81.0
2026-02-15,Ferozepur,28.83,31.2,47.5
2026-02-15,Hisar,32.7,45.7,
2026-02-15,Jalandhar,15.3,43.5,86.0
2026-02-15,Karnal,26.67,111.17,55.83
2026-02-15,Kurukshetra,15.5,28.3,84.0
2026-02-15,Ludhiana,21.52,116.9,66.6
2026-02-15,Meerut,30.52,109.82,52.75
2026-02-15,Moga,26.25,72.45,53.33
2026-02-15,Muzaffarnagar,25.07,66.38,44.33
2026-02-15,Patiala,31.47,24.48,60.5
2026-02-16,Ambala,35.57,97.86,72.0
2026-02-16,Amritsar,33.56,79.7,56.2
2026-02-16,Bareilly,22.45,4.0,77.5
2026-02-16,Bathinda,37.4,12.3,
2026-02-16,Fatehabad,26.3,51.2,49.67
2026-02-16,Karnal,20.9,53.71,34.0
2026-02-16,Kurukshetra,21.7,99.85,65.0
2026-02-16,Ludhiana,36.4,31.5,44.0
2026-02-16,Meerut,26.8,49.28,87.0
2026-02-16,Moga,24.57,113.49,76.0
2026-02-16,Muzaffarnagar,31.03,71.5,62.0
2026-02-16,Saharanpur,37.2,0.0,39.0
2026-02-16,Sirsa,20.27,37.6,55.67
2026-02-17,Agra,29.58,30.4,40.25
2026-02-17,Ambala,31.05,0.0,81.5
2026-02-17,Amritsar,31.6,0.0,85.0
2026-02-17,Bathinda,35.97,80.0,68.5
2026-02-17,Fatehabad,37.7,20.97,72.5
2026-02-17,Ferozepur,23.68,60.09,74.67
2026-02-17,Hisar,24.08,96.1,71.8
2026-02-17,Jalandhar,26.7,56.8,68.0
2026-02-17,Karnal,19.8,4.2,60.0
2026-02-17,Kurukshetra,32.15,152.43,55.8
2026-02-17,Ludhiana,27.84,113.8,71.5
2026-02-17,Meerut,21.1,66.4,66.5
2026-02-17,Moga,28.5,47.6,55.0
2026-02-17,Muzaffarnagar,15.8,32.3,58.0
2026-02-17,Patiala,23.0,53.48,43.0
2026-02-17,Saharanpur,26.72,43.14,51.4
2026-02-17,Sirsa,32.2,0.0,
2026-02-18,Agra,38.25,5.59,71.0
2026-02-18,Ambala,32.2,92.65,57.75
2026-02-18,Amritsar,39.8,23.5,95.0
2026-02-18,Bareilly,23.0,119.2,69.0
2026-02-18,Bathinda,30.43,36.3,60.0
2026-02-18,Fatehabad,27.23,135.24,73.67
2026-02-18,Ferozepur,29.0,65.3,65.0
2026-02-18,Hisar,23.35,32.8,52.0
2026-02-18,Jalandhar,24.87,187.37,59.5
2026-02-18,Karnal,20.05,62.11,81.0
2026-02-18,Kurukshetra,26.93,28.1,39.0
2026-02-18,Ludhiana,39.0,29.72,52.0
2026-02-18,Meerut,21.83,60.77,74.5
2026-02-18,Moga,24.3,22.8,49.33
2026-02-18,Patiala,27.5,8.5,
2026-02-18,Saharanpur,21.8,65.3,71.5
2026-02-18,Sirsa,16.3,47.2,55.0
2026-02-19,Agra,29.17,112.0,66.33
2026-02-19,Ambala,20.5,104.07,58.0
2026-02-19,Amritsar,28.02,96.7,61.5
2026-02-19,Bareilly,27.83,75.05,80.67
2026-02-19,Bathinda,26.95,70.25,66.5
2026-02-19,Fatehabad,27.22,100.56,54.6
2026-02-19,Ferozepur,31.0,18.6,87.0
2026-02-19,Hisar,28.8,53.18,88.5
2026-02-19,Jalandhar,34.9,46.1,49.0
2026-02-19,Karnal,25.52,118.38,70.0
2026-02-19,Kurukshetra,29.4,143.2,53.25
2026-02-19,Ludhiana,23.26,87.79,57.71
2026-02-19,Meerut,22.35,0.4,80.5
2026-02-19,Moga,30.95,42.17,58.5
2026-02-19,Muzaffarnagar,28.9,34.6,57.0
2026-02-19,Patiala,29.5,25.1,40.0
2026-02-19,Saharanpur,38.8,6.86,35.0
2026-02-19,Sirsa,36.1,35.6,68.0
2026-02-20,Ambala,26.25,60.2,85.5
2026-02-20,Amritsar,27.67,100.74,54.6
2026-02-20,Bareilly,27.6,91.59,64.33
2026-02-20,Bathinda,27.54,158.11,70.75
2026-02-20,Fatehabad,19.4,12.5,45.0
2026-02-20,Ferozepur,17.9,49.9,72.0
2026-02-20,Hisar,21.67,97.15,52.33
2026-02-20,Jalandhar,27.48,114.67,78.0
2026-02-20,Karnal,24.8,5.08,90.0
2026-02-20,Kurukshetra,26.23,12.2,48.5
2026-02-20,Ludhiana,26.0,81.03,63.25
2026-02-20,Meerut,22.4,7.0,67.67
2026-02-20,Moga,24.42,108.4,69.0
2026-02-20,Muzaffarnagar,24.1,1.52,61.0
2026-02-20,Patiala,24.0,0.8,62.0
2026-02-20,Saharanpur,19.97,69.93,55.5
2026-02-20,Sirsa,24.6,42.93,42.0
2026-02-21,Agra,24.9,37.4,34.0
2026-02-21,Ambala,30.34,73.66,55.0
2026-02-21,Amritsar,29.8,104.0,47.0
2026-02-21,Bareilly,28.5,76.2,93.0
2026-02-21,Bathinda,26.4,19.2,74.5
2026-02-21,Fatehabad,26.34,34.6,71.6
2026-02-21,Ferozepur,25.7,48.9,84.0
2026-02-21,Hisar,23.65,28.51,57.0
2026-02-21,Jalandhar,26.12,55.24,71.5
2026-02-21,Karnal,26.7,105.6,59.67
2026-02-21,Kurukshetra,37.1,77.48,73.0
2026-02-21,Ludhiana,39.0,41.8,
2026-02-21,Moga,30.95,85.5,82.25
2026-02-21,Muzaffarnagar,26.5,145.8,79.2
2026-02-21,Patiala,29.25,77.82,48.75
2026-02-21,Saharanpur,26.37,98.79,58.5
2026-02-21,Sirsa,30.16,115.68,68.0
2026-02-22,Agra,15.7,16.0,84.0
2026-02-22,Ambala,21.0,123.7,50.33
2026-02-22,Amritsar,18.5,61.41,71.33
2026-02-22,Bareilly,17.7,34.8,
2026-02-22,Bathinda,30.2,132.38,79.2
2026-02-22,Fatehabad,30.9,45.3,73.0
2026-02-22,Ferozepur,16.95,36.7,72.0
2026-02-22,Hisar,26.2,101.54,78.0
2026-02-22,Jalandhar,27.33,26.28,62.0
2026-02-22,Karnal,24.15,58.01,59.33
2026-02-22,Kurukshetra,31.7,69.3,78.0
2026-02-22,Ludhiana,33.47,36.3,54.5
2026-02-22,Meerut,25.88,93.18,70.0
2026-02-22,Moga,30.1,89.6,80.0
2026-02-22,Muzaffarnagar,27.1,69.51,69.0
2026-02-22,Patiala,21.25,18.1,70.5
2026-02-22,Saharanpur,17.9,38.1,69.0
2026-02-22,Sirsa,27.4,30.2,56.0
2026-02-23,Agra,26.2,69.3,55.2
2026-02-23,Ambala,23.55,43.9,51.5
2026-02-23,Amritsar,34.1,22.5,81.0
2026-02-23,Bareilly,23.9,132.39,51.0
2026-02-23,Bathinda,36.85,20.72,55.0
2026-02-23,Fatehabad,28.75,60.7,81.5
2026-02-23,Ferozepur,24.34,134.79,45.75
2026-02-23,Hisar,28.5,12.6,45.0
2026-02-23,Jalandhar,27.22,75.0,85.33
2026-02-23,Karnal,30.12,85.15,73.5
2026-02-23,Kurukshetra,30.33,24.5,63.67
2026-02-23,Ludhiana,23.95,41.5,48.0
2026-02-23,Meerut,23.1,17.2,95.0
2026-02-23,Moga,27.58,151.75,74.25
2026-02-23,Muzaffarnagar,32.5,14.7,68.5
2026-02-23,Patiala,34.3,44.7,65.0
2026-02-23,Sirsa,26.12,75.0,54.67
2026-02-24,Agra,24.37,172.78,67.33
2026-02-24,Ambala,19.67,25.22,58.5
2026-02-24,Amritsar,32.25,45.72,77.5
2026-02-24,Bareilly,30.7,110.44,71.0
2026-02-24,Bathinda,32.58,86.09,83.5
2026-02-24,Fatehabad,29.59,77.78,66.67
2026-02-24,Ferozepur,28.8,31.31,63.5
2026-02-24,Hisar,23.5,17.3,47.0
2026-02-24,Jalandhar,35.22,131.5,67.33
2026-02-24,Karnal,29.57,59.0,83.0
2026-02-24,Kurukshetra,22.26,58.8,73.0
2026-02-24,Ludhiana,29.05,139.0,63.0
2026-02-24,Meerut,27.4,20.1,39.0
2026-02-24,Moga,21.6,42.7,72.67
2026-02-24,Muzaffarnagar,34.7,29.6,49.5
2026-02-24,Saharanpur,20.8,100.4,65.0
2026-02-24,Sirsa,27.4,66.92,75.0
2026-02-25,Agra,30.95,12.1,81.0
2026-02-25,Ambala,29.1,41.84,59.67
2026-02-25,Amritsar,28.7,91.73,58.5
2026-02-25,Bareilly,28.75,34.0,58.33
2026-02-25,Bathinda,35.9,3.1,64.0
2026-02-25,Fatehabad,37.5,45.4,42.0
2026-02-25,Ferozepur,20.1,51.38,57.0
2026-02-25,Hisar,15.5,9.65,31.0
2026-02-25,Jalandhar,28.4,98.48,55.0
2026-02-25,Karnal,26.8,0.0,76.5
2026-02-25,Kurukshetra,35.3,12.0,55.5
2026-02-25,Ludhiana,30.1,14.8,73.67
2026-02-25,Meerut,36.85,123.3,80.5
2026-02-25,Moga,27.28,62.66,65.25
2026-02-25,Muzaffarnagar,25.15,52.34,77.0
2026-02-25,Patiala,36.65,46.9,54.0
2026-02-25,Saharanpur,28.4,6.1,81.0
2026-02-25,Sirsa,29.5,39.62,68.33
2026-02-26,Amritsar,30.87,50.9,81.33
2026-02-26,Bareilly,22.2,110.4,68.5
2026-02-26,Bathinda,30.5,36.0,91.0
2026-02-26,Fatehabad,37.0,33.4,73.0
2026-02-26,Ferozepur,30.9,84.7,34.0
2026-02-26,Hisar,27.24,102.51,64.4
2026-02-26,Jalandhar,24.32,162.09,56.5
2026-02-26,Karnal,36.43,53.77,62.67
2026-02-26,Kurukshetra,34.15,52.67,
2026-02-26,Ludhiana,28.9,86.0,40.67
2026-02-26,Meerut,26.1,199.29,77.33
2026-02-26,Moga,30.31,125.84,66.43
2026-02-26,Muzaffarnagar,35.1,38.1,86.0
2026-02-26,Patiala,27.3,48.7,49.0
2026-02-26,Saharanpur,23.0,35.71,55.33
2026-02-26,Sirsa,26.57,28.8,54.67
2026-02-27,Agra,24.22,139.32,60.75
2026-02-27,Ambala,27.5,61.0,67.0
2026-02-27,Amritsar,22.55,113.06,74.5
2026-02-27,Bareilly,28.35,56.12,64.0
2026-02-27,Bathinda,28.02,91.6,80.0
2026-02-27,Fatehabad,24.35,103.6,64.0
2026-02-27,Ferozepur,24.95,35.35,62.5
2026-02-27,Hisar,22.98,68.49,59.25
2026-02-27,Jalandhar,25.67,102.09,67.5
2026-02-27,Karnal,29.7,97.73,76.25
2026-02-27,Kurukshetra,35.58,41.59,61.6
2026-02-27,Ludhiana,22.42,169.25,60.0
2026-02-27,Meerut,25.0,63.96,63.0
2026-02-27,Moga,29.52,107.32,59.4
2026-02-27,Muzaffarnagar,21.95,34.13,90.0
2026-02-27,Patiala,28.1,68.07,56.0
2026-02-27,Saharanpur,30.45,41.6,70.0
2026-02-27,Sirsa,24.3,15.3,59.0
2026-02-28,Agra,33.43,24.4,31.0
2026-02-28,Ambala,21.28,104.4,67.75
2026-02-28,Amritsar,26.66,212.72,67.38
2026-02-28,Bareilly,26.78,140.26,55.25
2026-02-28,Bathinda,27.25,44.2,68.5
2026-02-28,Fatehabad,17.5,19.7,57.0
2026-02-28,Ferozepur,25.5,164.2,73.0
2026-02-28,Hisar,25.55,64.4,48.0
2026-02-28,Jalandhar,25.26,110.55,53.0
2026-02-28,Kurukshetra,22.0,121.1,52.75
2026-02-28,Ludhiana,29.46,97.5,46.25
2026-02-28,Meerut,29.28,100.49,71.0
2026-02-28,Muzaffarnagar,39.7,8.38,40.0
2026-02-28,Patiala,23.67,23.29,77.67
2026-02-28,Saharanpur,25.67,90.02,77.0
2026-02-28,Sirsa,27.27,50.7,40.33
2026-03-01,Agra,26.9,59.97,46.0
2026-03-01,Ambala,23.2,80.28,85.5
2026-03-01,Amritsar,22.1,114.4,54.8
2026-03-01,Bareilly,29.16,219.08,72.22
2026-03-01,Bathinda,28.13,92.29,80.5
2026-03-01,Fatehabad,29.77,145.71,54.57
2026-03-01,Ferozepur,25.42,45.36,52.4
2026-03-01,Hisar,29.3,30.7,56.0
2026-03-01,Jalandhar,31.46,49.24,47.8
2026-03-01,Kurukshetra,28.9,14.9,72.5
2026-03-01,Ludhiana,30.75,10.5,56.0
2026-03-01,Meerut,21.18,88.1,61.0
2026-03-01,Moga,30.3,5.59,77.0
2026-03-01,Muzaffarnagar,31.7,61.5,47.5
2026-03-01,Patiala,27.37,112.54,63.0
2026-03-01,Saharanpur,25.5,92.8,44.0
2026-03-01,Sirsa,26.22,80.29,65.0
2026-03-02,Agra,27.1,75.2,61.0
2026-03-02,Ambala,27.42,93.2,59.4
2026-03-02,Amritsar,28.75,62.6,50.5
2026-03-02,Bareilly,33.27,169.07,77.2
2026-03-02,Bathinda,21.97,78.48,78.33
2026-03-02,Fatehabad,18.75,1.6,72.5
2026-03-02,Ferozepur,35.7,35.0,76.0
2026-03-02,Hisar,34.7,73.9,52.33
2026-03-02,Jalandhar,30.25,123.27,68.75
2026-03-02,Karnal,29.35,70.75,46.75
2026-03-02,Kurukshetra,23.55,56.3,78.0
2026-03-02,Ludhiana,25.72,112.89,55.6
2026-03-02,Moga,27.53,139.07,69.43
2026-03-02,Muzaffarnagar,24.1,20.62,66.5
2026-03-02,Patiala,24.05,72.58,73.5
2026-03-02,Saharanpur,29.9,107.98,39.5
2026-03-02,Sirsa,38.0,0.0,88.0
2026-03-03,Agra,27.0,100.5,52.0
2026-03-03,Ambala,28.83,75.3,56.0
2026-03-03,Amritsar,29.85,50.11,69.5
2026-03-03,Bareilly,33.47,84.89,69.0
2026-03-03,Bathinda,25.2,47.95,83.0
2026-03-03,Fatehabad,29.1,143.02,53.2
2026-03-03,Ferozepur,31.03,38.86,63.0
2026-03-03,Hisar,28.55,47.51,51.5
2026-03-03,Jalandhar,25.2,45.9,58.0
2026-03-03,Karnal,19.8,43.58,62.0
2026-03-03,Kurukshetra,27.57,12.9,44.5
2026-03-03,Ludhiana,23.3,34.03,35.0
2026-03-03,Meerut,24.23,80.22,87.0
2026-03-03,Moga,36.4,45.97,46.0
2026-03-03,Muzaffarnagar,35.7,21.2,82.0
2026-03-03,Saharanpur,24.4,11.4,
2026-03-03,Sirsa,32.08,109.62,60.75
2026-03-04,Agra,24.6,73.2,51.67
2026-03-04,Ambala,22.03,0.0,79.33
2026-03-04,Amritsar,25.75,29.12,75.0
2026-03-04,Bareilly,21.1,11.6,58.0
2026-03-04,Bathinda,30.42,105.4,55.67
2026-03-04,Fatehabad,27.63,3.2,57.33
2026-03-04,Ferozepur,29.8,49.4,47.0
2026-03-04,Hisar,24.43,76.5,41.5
2026-03-04,Jalandhar,15.3,25.9,59.0
2026-03-04,Karnal,22.25,18.34,69.0
2026-03-04,Kurukshetra,23.82,100.9,58.0
2026-03-04,Ludhiana,35.52,48.33,69.75
2026-03-04,Meerut,21.7,69.29,57.0
2026-03-04,Moga,24.78,145.3,42.25
2026-03-04,Muzaffarnagar,26.1,58.65,42.5
2026-03-04,Saharanpur,37.8,26.2,68.0
2026-03-04,Sirsa,21.13,51.82,43.67
2026-03-05,Agra,23.28,163.58,65.86
2026-03-05,Ambala,24.0,89.97,71.0
2026-03-05,Amritsar,23.25,30.99,68.0
2026-03-05,Bareilly,37.2,0.0,72.0
2026-03-05,Bathinda,28.87,112.15,71.67
2026-03-05,Fatehabad,28.62,155.56,60.0
2026-03-05,Ferozepur,22.25,71.1,47.5
2026-03-05,Hisar,22.5,34.8,78.0
2026-03-05,Jalandhar,27.02,157.52,55.5
2026-03-05,Karnal,27.88,140.22,62.17
2026-03-05,Kurukshetra,30.8,52.3,86.0
2026-03-05,Ludhiana,25.6,49.9,84.0
2026-03-05,Meerut,29.7,121.53,76.33
2026-03-05,Moga,31.1,83.57,66.4
2026-03-05,Muzaffarnagar,31.2,23.91,51.5
2026-03-05,Patiala,32.73,45.2,81.0
2026-03-05,Sirsa,30.45,26.67,58.5
2026-03-06,Agra,25.05,51.7,61.5
2026-03-06,Ambala,21.8,35.8,50.0
2026-03-06,Bareilly,38.5,10.92,82.0
2026-03-06,Bathinda,30.25,9.3,75.0
2026-03-06,Fatehabad,20.55,45.21,47.0
2026-03-06,Ferozepur,39.2,0.0,37.0
2026-03-06,Hisar,28.38,111.46,63.4
2026-03-06,Jalandhar,26.88,84.4,56.0
2026-03-06,Karnal,29.7,39.77,31.67
2026-03-06,Kurukshetra,30.22,26.73,54.5
2026-03-06,Ludhiana,30.33,57.2,70.0
2026-03-06,Meerut,31.36,97.91,59.75
2026-03-06,Moga,27.02,63.64,74.67
2026-03-06,Muzaffarnagar,28.1,81.7,75.5
2026-03-06,Patiala,23.1,74.5,53.0
2026-03-06,Saharanpur,18.9,31.24,94.0
2026-03-07,Agra,36.4,48.01,45.0
2026-03-07,Ambala,30.0,84.59,63.4
2026-03-07,Amritsar,24.36,70.9,65.6
2026-03-07,Bareilly,24.52,80.17,47.25
2026-03-07,Bathinda,26.2,84.3,62.0
2026-03-07,Ferozepur,28.34,99.12,55.6
2026-03-07,Hisar,26.15,124.8,47.0
2026-03-07,Jalandhar,37.7,36.8,89.67
2026-03-07,Karnal,29.1,46.3,57.0
2026-03-07,Kurukshetra,30.83,60.03,77.0
2026-03-07,Ludhiana,32.57,22.07,44.0
2026-03-07,Meerut,28.22,158.29,58.38
2026-03-07,Moga,22.35,52.4,69.0
2026-03-07,Muzaffarnagar,28.7,30.15,45.4
2026-03-07,Patiala,35.7,78.5,70.5
2026-03-07,Saharanpur,32.05,55.61,78.0
2026-03-07,Sirsa,22.55,21.2,61.0
2026-03-08,Agra,24.6,96.8,58.33
