arrival_id,arrival_date,mandi_id,crop,variety,arrival_quintal,was_negative_qty,farmer_count
ARR0023506,2026-03-01,MANDI001,Sugarcane,Pusa-1121,77.92,False,95.0
ARR0003667,2026-03-01,MANDI001,Cotton,HD-2967,307.12,False,137.0
ARR0005845,2026-03-01,MANDI002,Mustard,Local,431.76,False,18.0
ARR0000390,2026-03-01,MANDI002,Maize,Hybrid,168.07,False,56.0
ARR0001646,2026-03-01,MANDI002,Rice,Hybrid,14.57,False,
ARR0021556,2026-03-01,MANDI003,Cotton,PBW-343,385.28,False,148.0
ARR0020154,2026-03-01,MANDI003,Sugarcane,HD-2967,93.08,False,128.0
ARR0001985,2026-03-01,MANDI004,Cotton,HD-2967,403.95,False,
ARR0000165,2026-03-01,MANDI004,Maize,,122.71,False,130.0
ARR0024342,2026-03-01,MANDI004,Cotton,,110.58,False,52.0
ARR0015996,2026-03-01,MANDI004,Wheat,Hybrid,2.01,False,102.0
ARR0004882,2026-03-01,MANDI005,Cotton,Local,457.99,False,29.0
ARR0016850,2026-03-01,MANDI005,Cotton,PBW-343,0.8,False,117.0
ARR0005602,2026-03-01,MANDI007,Maize,HD-2967,117.26,False,94.0
ARR0007426,2026-03-01,MANDI007,Mustard,Local,32.48,False,14.0
,2026-03-01,MANDI008,Cotton,,381.02,False,149.0
ARR0001847,2026-03-01,MANDI008,Maize,Hybrid,453.88,False,77.0
ARR0017159,2026-03-01,MANDI009,Mustard,Pusa-1121,121.68,False,110.0
ARR0008782,2026-03-01,MANDI010,Mustard,Pusa-1121,3.95,False,132.0
ARR0014837,2026-03-01,MANDI010,Mustard,Hybrid,494.14,False,31.0
ARR0019212,2026-03-01,MANDI011,Cotton,HD-2967,9.41,False,7.0
ARR0009323,2026-03-01,MANDI011,Mustard,Local,258.31,False,126.0
ARR0022766,2026-03-01,MANDI011,Cotton,Premium,283.8,False,
ARR0005863,2026-03-01,MANDI012,Sugarcane,Local,172.3,False,44.0
ARR0021466,2026-03-01,MANDI012,Wheat,Premium,96.42,False,7.0
ARR0006405,2026-03-01,MANDI015,Wheat,HD-2967,413.48,False,64.0
ARR0005474,2026-03-01,MANDI016,Paddy,HD-2967,452.39,False,145.0
ARR0016246,2026-03-01,MANDI016,Sugarcane,Premium,320.04,False,19.0
ARR0019219,2026-03-01,MANDI016,Maize,Local,163.39,False,
ARR0013061,2026-03-01,MANDI017,Cotton,,145.14,False,92.0
ARR0018428,2026-03-01,MANDI017,Paddy,PBW-343,4.66,False,33.0
ARR0005535,2026-03-01,MANDI018,Maize,Pusa-1121,148.86,False,132.0
ARR0016710,2026-03-01,MANDI018,Sugarcane,Premium,2.46,False,
ARR0018032,2026-03-01,MANDI019,Sugarcane,Local,88.83,False,77.0
ARR0000418,2026-03-01,MANDI019,Paddy,Hybrid,62.32,False,96.0
ARR0006519,2026-03-01,MANDI020,Sugarcane,Pusa-1121,354.17,False,49.0
ARR0023883,2026-03-01,MANDI020,Maize,PBW-343,102.78,False,102.0
ARR0013670,2026-03-01,MANDI021,Wheat,Hybrid,329.0,False,89.0
ARR0007828,2026-03-01,MANDI022,Wheat,HD-2967,384.48,False,
ARR0017831,2026-03-01,MANDI022,Cotton,PBW-343,387.89,False,
ARR0022988,2026-03-01,MANDI023,Paddy,PBW-343,80.66,False,35.0
ARR0018326,2026-03-01,MANDI023,Cotton,PBW-343,242.02,False,27.0
ARR0014784,2026-03-01,MANDI023,Mustard,Local,328.01,False,118.0
ARR0004314,2026-03-01,MANDI024,Mustard,Local,388.29,False,129.0
ARR0002255,2026-03-01,MANDI025,Maize,Local,499.6,False,74.0
ARR0022973,2026-03-01,MANDI025,Rice,Hybrid,142.01,False,108.0
ARR0017054,2026-03-01,MANDI025,Sugarcane,Premium,440.89,False,74.0
ARR0014127,2026-03-01,MANDI026,Maize,Pusa-1121,85.7,False,94.0
ARR0002842,2026-03-01,MANDI027,Cotton,,390.22,False,77.0
ARR0024747,2026-03-01,MANDI029,Paddy,PBW-343,210.39,False,55.0
,2026-03-01,MANDI029,Paddy,Premium,135.97,False,138.0
ARR0011475,2026-03-01,MANDI029,Wheat,Local,187.8,False,54.0
ARR0014192,2026-03-01,MANDI029,Wheat,,6.26,False,66.0
ARR0010055,2026-03-01,MANDI030,Sugarcane,PBW-343,172.62,False,36.0
ARR0018867,2026-03-01,MANDI030,Sugarcane,Local,398.47,False,
ARR0008504,2026-03-01,MANDI031,Cotton,Pusa-1121,188.73,False,
ARR0001989,2026-03-01,MANDI032,Maize,,432.17,False,56.0
,2026-03-01,MANDI033,Paddy,Premium,205.89,False,85.0
ARR0007263,2026-03-01,MANDI033,Mustard,Premium,194.04,False,134.0
ARR0021347,2026-03-01,MANDI034,Maize,Local,448.54,False,112.0
ARR0007633,2026-03-01,MANDI035,Sugarcane,Premium,428.52,False,129.0
ARR0014500,2026-03-01,MANDI036,Sugarcane,Local,219.85,False,13.0
ARR0007664,2026-03-01,MANDI036,Wheat,,1.79,False,
ARR0019307,2026-03-01,MANDI036,Mustard,Pusa-1121,50.93,False,
ARR0014500,2026-03-01,MANDI036,Sugarcane,Local,219.85,False,13.0
ARR0018940,2026-03-01,MANDI036,Mustard,HD-2967,280.99,False,134.0
ARR0023368,2026-03-01,MANDI037,Sugarcane,PBW-343,205.99,False,66.0
ARR0004207,2026-03-01,MANDI038,Rice,Hybrid,78.19,False,96.0
ARR0012857,2026-03-01,MANDI039,Sugarcane,HD-2967,263.58,False,
ARR0019197,2026-03-01,MANDI040,Wheat,HD-2967,3.89,True,60.0
ARR0010155,2026-03-01,MANDI041,Mustard,Pusa-1121,137.63,False,51.0
ARR0023102,2026-03-01,MANDI041,Mustard,Premium,242.65,False,142.0
ARR0023142,2026-03-01,MANDI041,Cotton,Pusa-1121,153.53,False,123.0
ARR0012843,2026-03-01,MANDI042,Rice,Pusa-1121,379.43,False,128.0
ARR0001599,2026-03-01,MANDI043,Cotton,Local,466.89,False,128.0
ARR0002959,2026-03-01,MANDI044,Wheat,Local,356.15,False,145.0
ARR0012828,2026-03-01,MANDI044,Mustard,Premium,216.32,False,111.0
ARR0012291,2026-03-01,MANDI044,Sugarcane,Pusa-1121,330.88,False,43.0
ARR0017033,2026-03-01,MANDI044,Cotton,HD-2967,278.9,False,
ARR0002124,2026-03-01,MANDI045,Maize,,104.36,False,43.0
ARR0007598,2026-03-01,MANDI045,Cotton,Pusa-1121,4.84,False,14.0
ARR0024702,2026-03-01,MANDI047,Sugarcane,Pusa-1121,365.83,False,
ARR0024839,2026-03-01,MANDI048,Rice,Pusa-1121,191.2,True,84.0
ARR0024839,2026-03-01,MANDI048,Rice,Pusa-1121,191.2,True,84.0
ARR0021862,2026-03-01,MANDI048,Maize,Pusa-1121,225.56,False,64.0
ARR0021032,2026-03-01,MANDI048,Sugarcane,Local,353.56,False,88.0
ARR0003125,2026-03-01,MANDI048,Rice,HD-2967,282.01,False,39.0
ARR0018729,2026-03-01,MANDI049,Mustard,Premium,315.44,False,88.0
ARR0011751,2026-03-01,MANDI049,Wheat,HD-2967,0.53,False,
ARR0003258,2026-03-01,MANDI051,Sugarcane,Local,182.48,False,
ARR0000094,2026-03-01,MANDI051,Rice,Premium,417.36,False,65.0
ARR0011799,2026-03-01,MANDI053,Wheat,Pusa-1121,405.72,False,33.0
ARR0006979,2026-03-01,MANDI054,Cotton,PBW-343,247.88,False,138.0
ARR0006924,2026-03-01,MANDI054,Cotton,Pusa-1121,259.13,False,58.0
ARR0001240,2026-03-01,MANDI054,Rice,HD-2967,130.37,False,
ARR0021510,2026-03-01,MANDI056,Paddy,Hybrid,4.22,True,87.0
ARR0019577,2026-03-01,MANDI056,Maize,HD-2967,257.35,False,150.0
ARR0018719,2026-03-01,MANDI057,Mustard,HD-2967,162.25,False,
ARR0013150,2026-03-01,MANDI057,Mustard,Pusa-1121,22.1,False,48.0
ARR0011076,2026-03-02,MANDI002,Paddy,Premium,102.25,False,
ARR0020320,2026-03-02,MANDI002,Sugarcane,Pusa-1121,450.23,False,10.0
ARR0002535,2026-03-02,MANDI002,Mustard,Local,368.02,False,82.0
ARR0007842,2026-03-02,MANDI002,Sugarcane,Hybrid,45.62,False,28.0
ARR0011076,2026-03-02,MANDI002,Paddy,Premium,102.25,False,
ARR0016414,2026-03-02,MANDI002,Wheat,Local,35.34,False,30.0
ARR0014746,2026-03-02,MANDI002,Cotton,Premium,293.8,False,40.0
ARR0002438,2026-03-02,MANDI002,Sugarcane,Hybrid,32.97,False,112.0
ARR0007842,2026-03-02,MANDI002,Sugarcane,Hybrid,45.62,False,28.0
ARR0022025,2026-03-02,MANDI004,Cotton,,346.14,False,140.0
ARR0009977,2026-03-02,MANDI005,Paddy,Hybrid,0.33,False,119.0
ARR0001814,2026-03-02,MANDI005,Paddy,Hybrid,354.38,False,
ARR0015298,2026-03-02,MANDI007,Mustard,Premium,176.94,False,91.0
ARR0013063,2026-03-02,MANDI007,Sugarcane,,85.61,False,10.0
ARR0010079,2026-03-02,MANDI007,Maize,,491.27,False,46.0
ARR0003647,2026-03-02,MANDI008,Wheat,Pusa-1121,456.55,False,55.0
ARR0007188,2026-03-02,MANDI008,Paddy,PBW-343,436.48,False,17.0
ARR0000035,2026-03-02,MANDI009,Paddy,Premium,280.48,False,121.0
ARR0000035,2026-03-02,MANDI009,Paddy,Premium,280.48,False,121.0
ARR0005938,2026-03-02,MANDI010,Paddy,Local,400.77,False,109.0
ARR0013618,2026-03-02,MANDI010,Cotton,Hybrid,225.23,False,16.0
ARR0013638,2026-03-02,MANDI010,Paddy,HD-2967,121.68,False,115.0
ARR0009081,2026-03-02,MANDI011,Maize,Hybrid,441.3,False,45.0
ARR0014875,2026-03-02,MANDI012,Wheat,Premium,146.05,False,129.0
ARR0000295,2026-03-02,MANDI012,Cotton,Local,7.42,False,145.0
ARR0016488,2026-03-02,MANDI013,Wheat,Premium,20.06,False,31.0
ARR0015203,2026-03-02,MANDI013,Wheat,Premium,88.27,False,9.0
ARR0004274,2026-03-02,MANDI014,Rice,PBW-343,470.18,False,59.0
ARR0004064,2026-03-02,MANDI014,Mustard,Hybrid,249.51,False,
ARR0004274,2026-03-02,MANDI014,Rice,PBW-343,470.18,False,59.0
ARR0000093,2026-03-02,MANDI014,Maize,,423.77,False,101.0
ARR0013126,2026-03-02,MANDI014,Sugarcane,Premium,253.45,False,40.0
ARR0010489,2026-03-02,MANDI014,Maize,Pusa-1121,108.42,False,108.0
ARR0012050,2026-03-02,MANDI016,Sugarcane,Premium,194.74,False,18.0
ARR0022341,2026-03-02,MANDI016,Sugarcane,Local,324.89,False,47.0
ARR0015453,2026-03-02,MANDI017,Paddy,Pusa-1121,283.16,False,26.0
ARR0015143,2026-03-02,MANDI017,Rice,Premium,224.11,False,5.0
ARR0004219,2026-03-02,MANDI018,Sugarcane,Local,354.17,True,7.0
ARR0005803,2026-03-02,MANDI019,Wheat,PBW-343,351.95,False,139.0
ARR0011929,2026-03-02,MANDI019,Rice,Hybrid,442.06,False,148.0
ARR0005803,2026-03-02,MANDI019,Wheat,PBW-343,351.95,False,139.0
ARR0000358,2026-03-02,MANDI019,Wheat,,68.74,False,85.0
ARR0009066,2026-03-02,MANDI019,Mustard,Premium,187.28,False,
ARR0013178,2026-03-02,MANDI020,Cotton,,21.79,False,
ARR0009067,2026-03-02,MANDI020,Sugarcane,Local,11.69,False,103.0
ARR0014687,2026-03-02,MANDI020,Wheat,Hybrid,396.49,False,126.0
ARR0002490,2026-03-02,MANDI020,Mustard,Premium,6.76,False,75.0
ARR0015880,2026-03-02,MANDI021,Mustard,Premium,2.49,True,82.0
ARR0015880,2026-03-02,MANDI021,Mustard,Premium,2.49,True,82.0
ARR0013786,2026-03-02,MANDI022,Mustard,Hybrid,414.51,False,
ARR0003628,2026-03-02,MANDI022,Maize,PBW-343,59.42,False,
ARR0024101,2026-03-02,MANDI023,Maize,Hybrid,3.38,False,65.0
ARR0017353,2026-03-02,MANDI023,Cotton,Premium,247.94,False,62.0
ARR0002919,2026-03-02,MANDI023,Mustard,Local,297.25,False,
ARR0024515,2026-03-02,MANDI023,Cotton,Pusa-1121,4.77,False,23.0
ARR0010066,2026-03-02,MANDI023,Maize,HD-2967,11.76,False,
ARR0012742,2026-03-02,MANDI026,Mustard,Hybrid,2.08,False,
ARR0008753,2026-03-02,MANDI026,Maize,HD-2967,452.31,False,
ARR0016901,2026-03-02,MANDI027,Sugarcane,,4.84,True,25.0
ARR0024111,2026-03-02,MANDI028,Cotton,HD-2967,61.16,False,43.0
ARR0000813,2026-03-02,MANDI029,Wheat,Local,152.42,False,124.0
ARR0018293,2026-03-02,MANDI029,Sugarcane,Hybrid,8.85,False,140.0
ARR0004228,2026-03-02,MANDI031,Paddy,Hybrid,237.02,False,51.0
ARR0001709,2026-03-02,MANDI031,Maize,PBW-343,272.68,False,51.0
ARR0009598,2026-03-02,MANDI032,Wheat,PBW-343,18.09,False,149.0
ARR0013047,2026-03-02,MANDI032,Sugarcane,Hybrid,387.97,False,99.0
ARR0008144,2026-03-02,MANDI033,Sugarcane,,418.69,False,93.0
ARR0003664,2026-03-02,MANDI033,Paddy,Premium,45.93,False,131.0
ARR0017223,2026-03-02,MANDI033,Sugarcane,Hybrid,356.58,False,56.0
ARR0017968,2026-03-02,MANDI034,Sugarcane,Hybrid,481.7,False,126.0
ARR0015311,2026-03-02,MANDI034,Rice,Local,408.82,False,58.0
ARR0007565,2026-03-02,MANDI035,Mustard,,125.25,False,42.0
ARR0019442,2026-03-02,MANDI037,Maize,Hybrid,244.66,False,80.0
ARR0023033,2026-03-02,MANDI037,Maize,Local,3.72,True,107.0
ARR0007730,2026-03-02,MANDI039,Cotton,PBW-343,415.61,False,135.0
ARR0024186,2026-03-02,MANDI039,Maize,PBW-343,139.06,False,
ARR0024186,2026-03-02,MANDI039,Maize,PBW-343,139.06,False,
ARR0009513,2026-03-02,MANDI040,Wheat,,8.08,False,82.0
ARR0008248,2026-03-02,MANDI041,Maize,,429.72,False,31.0
ARR0010290,2026-03-02,MANDI041,Rice,Pusa-1121,394.17,False,66.0
ARR0022625,2026-03-02,MANDI042,Paddy,HD-2967,423.04,False,148.0
ARR0020106,2026-03-02,MANDI042,Wheat,Local,152.0,False,124.0
ARR0008205,2026-03-02,MANDI042,Mustard,Hybrid,185.09,False,29.0
ARR0019492,2026-03-02,MANDI042,Rice,PBW-343,201.55,False,104.0
ARR0012727,2026-03-02,MANDI042,Sugarcane,HD-2967,295.81,False,
ARR0010558,2026-03-02,MANDI043,Sugarcane,,444.85,False,
ARR0019295,2026-03-02,MANDI045,Cotton,Hybrid,112.16,False,67.0
ARR0001171,2026-03-02,MANDI045,Cotton,Hybrid,381.65,False,87.0
ARR0014876,2026-03-02,MANDI047,Cotton,Premium,3.95,True,96.0
ARR0014883,2026-03-02,MANDI047,Wheat,PBW-343,460.12,False,
ARR0016982,2026-03-02,MANDI047,Sugarcane,Local,302.01,True,138.0
ARR0002479,2026-03-02,MANDI047,Maize,Local,86.05,False,
ARR0000750,2026-03-02,MANDI048,Paddy,Pusa-1121,79.91,False,122.0
ARR0009017,2026-03-02,MANDI049,Cotton,Hybrid,316.6,False,31.0
ARR0002372,2026-03-02,MANDI049,Mustard,HD-2967,401.08,False,68.0
ARR0020560,2026-03-02,MANDI050,Wheat,HD-2967,413.94,False,
ARR0007531,2026-03-02,MANDI051,Cotton,Pusa-1121,121.85,False,67.0
ARR0001420,2026-03-02,MANDI052,Sugarcane,HD-2967,471.65,False,146.0
ARR0015470,2026-03-02,MANDI052,Cotton,HD-2967,76.63,False,
ARR0001282,2026-03-02,MANDI052,Wheat,Hybrid,427.98,False,
ARR0001954,2026-03-02,MANDI052,Rice,HD-2967,302.59,False,
ARR0021799,2026-03-02,MANDI052,Paddy,Pusa-1121,252.07,False,20.0
,2026-03-02,MANDI052,Mustard,PBW-343,272.39,False,124.0
ARR0000981,2026-03-02,MANDI054,Sugarcane,Pusa-1121,113.22,False,146.0
ARR0017873,2026-03-02,MANDI054,Sugarcane,,332.4,False,21.0
ARR0022287,2026-03-02,MANDI055,Wheat,Premium,138.55,False,50.0
ARR0009214,2026-03-02,MANDI056,Wheat,PBW-343,14.32,False,75.0
ARR0007596,2026-03-02,MANDI056,Maize,PBW-343,387.18,False,95.0
ARR0014004,2026-03-02,MANDI057,Sugarcane,Premium,348.01,False,
ARR0013306,2026-03-02,MANDI057,Cotton,Hybrid,134.51,False,107.0
ARR0023988,2026-03-03,MANDI001,Wheat,Local,490.08,False,88.0
ARR0019454,2026-03-03,MANDI002,Paddy,Premium,404.51,False,141.0
ARR0015091,2026-03-03,MANDI002,Mustard,Local,140.04,False,
ARR0005183,2026-03-03,MANDI002,Sugarcane,Premium,113.58,False,129.0
ARR0014692,2026-03-03,MANDI002,Wheat,HD-2967,66.65,False,
ARR0004870,2026-03-03,MANDI002,Paddy,Hybrid,286.81,False,5.0
,2026-03-03,MANDI003,Sugarcane,PBW-343,381.09,False,110.0
ARR0004294,2026-03-03,MANDI004,Cotton,PBW-343,4.91,False,13.0
ARR0006716,2026-03-03,MANDI004,Maize,PBW-343,11.63,False,63.0
ARR0004294,2026-03-03,MANDI004,Cotton,PBW-343,4.91,False,13.0
ARR0008835,2026-03-03,MANDI004,Sugarcane,HD-2967,399.35,False,59.0
ARR0013669,2026-03-03,MANDI004,Wheat,Premium,60.64,False,
ARR0014365,2026-03-03,MANDI005,Paddy,PBW-343,418.19,False,8.0
ARR0005301,2026-03-03,MANDI006,Cotton,HD-2967,382.86,False,114.0
ARR0009891,2026-03-03,MANDI006,Cotton,HD-2967,153.25,False,130.0
ARR0021871,2026-03-03,MANDI006,Maize,Pusa-1121,361.31,False,28.0
ARR0022671,2026-03-03,MANDI007,Rice,HD-2967,95.72,False,112.0
ARR0017395,2026-03-03,MANDI008,Mustard,Premium,87.33,False,
ARR0014777,2026-03-03,MANDI008,Cotton,Premium,150.29,False,115.0
ARR0019956,2026-03-03,MANDI008,Sugarcane,Premium,109.54,False,135.0
ARR0009096,2026-03-03,MANDI008,Rice,Pusa-1121,55.1,False,143.0
ARR0006323,2026-03-03,MANDI009,Wheat,Premium,284.57,False,56.0
ARR0009250,2026-03-03,MANDI009,Mustard,Premium,426.33,False,103.0
,2026-03-03,MANDI009,Wheat,Pusa-1121,33.16,False,67.0
ARR0010084,2026-03-03,MANDI010,Cotton,Premium,258.27,False,91.0
ARR0006126,2026-03-03,MANDI011,Sugarcane,HD-2967,9.36,False,121.0
ARR0016251,2026-03-03,MANDI012,Mustard,Premium,327.42,False,51.0
ARR0018500,2026-03-03,MANDI013,Maize,HD-2967,423.27,False,38.0
ARR0015981,2026-03-03,MANDI014,Maize,HD-2967,97.47,False,90.0
ARR0004231,2026-03-03,MANDI014,Sugarcane,Premium,477.65,False,24.0
ARR0010773,2026-03-03,MANDI014,Sugarcane,Local,71.31,False,82.0
ARR0010773,2026-03-03,MANDI014,Sugarcane,Local,71.31,False,82.0
ARR0003118,2026-03-03,MANDI014,Rice,Premium,135.25,False,
ARR0005679,2026-03-03,MANDI015,Cotton,Hybrid,140.36,False,51.0
ARR0004298,2026-03-03,MANDI015,Rice,Hybrid,2.26,True,128.0
ARR0012526,2026-03-03,MANDI016,Mustard,Pusa-1121,397.94,False,149.0
ARR0024085,2026-03-03,MANDI016,Mustard,,2.32,False,129.0
ARR0023966,2026-03-03,MANDI017,Mustard,PBW-343,159.99,False,125.0
ARR0002567,2026-03-03,MANDI017,Rice,PBW-343,163.65,False,53.0
ARR0004931,2026-03-03,MANDI017,Mustard,Premium,160.42,False,
ARR0021020,2026-03-03,MANDI017,Sugarcane,HD-2967,344.88,False,
ARR0019269,2026-03-03,MANDI017,Sugarcane,Local,462.71,False,69.0
ARR0006548,2026-03-03,MANDI019,Mustard,Local,313.28,False,123.0
ARR0005991,2026-03-03,MANDI019,Maize,Pusa-1121,53.47,False,104.0
ARR0021295,2026-03-03,MANDI022,Wheat,HD-2967,490.9,True,22.0
ARR0020271,2026-03-03,MANDI023,Wheat,Premium,21.37,False,120.0
ARR0011523,2026-03-03,MANDI023,Sugarcane,Pusa-1121,8.62,False,42.0
ARR0021992,2026-03-03,MANDI024,Maize,Pusa-1121,34.2,False,
ARR0004229,2026-03-03,MANDI026,Wheat,Premium,238.81,False,30.0
ARR0016846,2026-03-03,MANDI027,Rice,,277.18,False,
ARR0017599,2026-03-03,MANDI027,Cotton,Local,415.18,False,62.0
ARR0023357,2026-03-03,MANDI027,Mustard,PBW-343,337.28,False,95.0
ARR0007744,2026-03-03,MANDI028,Sugarcane,Hybrid,34.52,False,45.0
ARR0006311,2026-03-03,MANDI028,Paddy,,340.61,False,107.0
ARR0018951,2026-03-03,MANDI028,Rice,Premium,114.39,False,
ARR0004721,2026-03-03,MANDI029,Cotton,Local,107.98,True,39.0
ARR0003296,2026-03-03,MANDI030,Cotton,Hybrid,266.79,False,57.0
ARR0001577,2026-03-03,MANDI030,Mustard,Local,478.34,False,105.0
ARR0020831,2026-03-03,MANDI030,Rice,Local,342.64,False,24.0
ARR0008958,2026-03-03,MANDI031,Mustard,Local,448.37,False,70.0
ARR0011829,2026-03-03,MANDI031,Sugarcane,,77.79,False,76.0
ARR0005567,2026-03-03,MANDI031,Sugarcane,Premium,148.73,False,
ARR0000831,2026-03-03,MANDI031,Rice,,58.79,False,87.0
ARR0014703,2026-03-03,MANDI032,Paddy,Premium,132.55,False,26.0
ARR0018167,2026-03-03,MANDI032,Paddy,PBW-343,334.95,False,53.0
ARR0005202,2026-03-03,MANDI032,Maize,HD-2967,296.81,False,26.0
ARR0007350,2026-03-03,MANDI032,Maize,Local,355.69,False,62.0
ARR0015935,2026-03-03,MANDI032,Wheat,HD-2967,362.37,False,126.0
ARR0017592,2026-03-03,MANDI034,Maize,Premium,155.5,False,73.0
ARR0004279,2026-03-03,MANDI034,Wheat,PBW-343,0.18,False,50.0
ARR0006987,2026-03-03,MANDI034,Maize,Pusa-1121,73.64,False,
ARR0023755,2026-03-03,MANDI036,Wheat,PBW-343,4.96,False,132.0
ARR0023755,2026-03-03,MANDI036,Wheat,PBW-343,4.96,False,132.0
ARR0017593,2026-03-03,MANDI036,Wheat,Premium,407.6,False,47.0
ARR0003799,2026-03-03,MANDI037,Sugarcane,Hybrid,108.76,False,144.0
ARR0014518,2026-03-03,MANDI037,Rice,Pusa-1121,363.22,False,103.0
ARR0012232,2026-03-03,MANDI038,Cotton,Hybrid,237.85,False,142.0
ARR0023633,2026-03-03,MANDI038,Mustard,Premium,270.95,False,66.0
ARR0010308,2026-03-03,MANDI039,Mustard,Hybrid,166.17,False,
ARR0021763,2026-03-03,MANDI039,Wheat,Hybrid,90.15,False,
ARR0012217,2026-03-03,MANDI040,Wheat,,117.11,False,35.0
ARR0019867,2026-03-03,MANDI040,Mustard,Local,315.22,False,
ARR0011531,2026-03-03,MANDI041,Wheat,Hybrid,439.85,False,75.0
ARR0001140,2026-03-03,MANDI042,Sugarcane,HD-2967,318.05,False,
ARR0023057,2026-03-03,MANDI043,Maize,Premium,4.88,True,136.0
ARR0011880,2026-03-03,MANDI043,Rice,Pusa-1121,344.81,False,107.0
ARR0024086,2026-03-03,MANDI043,Rice,Premium,155.96,False,77.0
ARR0004356,2026-03-03,MANDI044,Maize,,270.11,False,
ARR0021483,2026-03-03,MANDI046,Cotton,Local,371.33,False,31.0
ARR0021280,2026-03-03,MANDI046,Maize,PBW-343,446.33,False,77.0
ARR0020960,2026-03-03,MANDI047,Mustard,Premium,323.15,False,
ARR0017384,2026-03-03,MANDI047,Maize,HD-2967,69.24,False,58.0
ARR0013572,2026-03-03,MANDI047,Sugarcane,,34.06,False,149.0
ARR0001618,2026-03-03,MANDI048,Wheat,Premium,4.85,False,
ARR0009605,2026-03-03,MANDI048,Maize,Pusa-1121,478.44,False,148.0
ARR0008694,2026-03-03,MANDI048,Mustard,Pusa-1121,362.92,False,150.0
ARR0019166,2026-03-03,MANDI049,Sugarcane,,411.06,False,26.0
ARR0003040,2026-03-03,MANDI049,Maize,Pusa-1121,285.96,False,79.0
ARR0019099,2026-03-03,MANDI049,Sugarcane,HD-2967,248.74,False,142.0
ARR0006286,2026-03-03,MANDI050,Maize,PBW-343,0.38,False,7.0
ARR0016477,2026-03-03,MANDI050,Paddy,Premium,371.75,False,69.0
ARR0001091,2026-03-03,MANDI051,Maize,PBW-343,17.8,False,24.0
ARR0007675,2026-03-03,MANDI051,Rice,HD-2967,170.38,False,31.0
ARR0004580,2026-03-03,MANDI052,Rice,Hybrid,43.45,False,39.0
ARR0004580,2026-03-03,MANDI052,Rice,Hybrid,43.45,False,39.0
ARR0023385,2026-03-03,MANDI052,Cotton,Pusa-1121,424.08,False,60.0
ARR0019391,2026-03-03,MANDI054,Wheat,HD-2967,7.92,False,100.0
ARR0009295,2026-03-03,MANDI054,Sugarcane,Pusa-1121,234.01,False,117.0
ARR0007830,2026-03-03,MANDI054,Maize,Pusa-1121,428.07,False,24.0
ARR0003697,2026-03-03,MANDI054,Paddy,Pusa-1121,474.25,False,25.0
ARR0008906,2026-03-03,MANDI056,Sugarcane,Hybrid,247.9,False,
ARR0024052,2026-03-03,MANDI056,Wheat,Local,346.47,False,
ARR0000385,2026-03-03,MANDI056,Wheat,Local,346.11,False,
ARR0012875,2026-03-03,MANDI056,Wheat,Pusa-1121,269.57,False,141.0
ARR0023466,2026-03-03,MANDI057,Sugarcane,Pusa-1121,157.52,False,41.0
ARR0001974,2026-03-04,MANDI001,Wheat,HD-2967,130.1,False,72.0
ARR0016902,2026-03-04,MANDI001,Mustard,HD-2967,425.38,False,
ARR0005785,2026-03-04,MANDI002,Maize,Hybrid,2.61,False,
ARR0008026,2026-03-04,MANDI002,Paddy,Local,68.24,False,102.0
ARR0005982,2026-03-04,MANDI002,Mustard,PBW-343,417.32,False,
ARR0019831,2026-03-04,MANDI002,Mustard,Pusa-1121,390.18,False,24.0
ARR0021758,2026-03-04,MANDI003,Sugarcane,,230.35,False,9.0
ARR0007775,2026-03-04,MANDI003,Paddy,Pusa-1121,2.17,True,18.0
ARR0008376,2026-03-04,MANDI004,Sugarcane,,47.8,False,73.0
ARR0019743,2026-03-04,MANDI008,Mustard,Pusa-1121,170.76,False,20.0
ARR0002637,2026-03-04,MANDI010,Maize,Local,25.57,False,67.0
ARR0002896,2026-03-04,MANDI010,Wheat,HD-2967,3.82,True,10.0
ARR0017743,2026-03-04,MANDI012,Paddy,PBW-343,270.13,False,34.0
ARR0009378,2026-03-04,MANDI012,Wheat,HD-2967,26.9,False,116.0
ARR0005900,2026-03-04,MANDI013,Rice,Pusa-1121,359.21,False,96.0
ARR0019902,2026-03-04,MANDI013,Wheat,Hybrid,473.21,False,16.0
ARR0008643,2026-03-04,MANDI014,Rice,PBW-343,94.33,False,43.0
ARR0000388,2026-03-04,MANDI014,Sugarcane,HD-2967,85.96,False,9.0
ARR0024719,2026-03-04,MANDI014,Wheat,HD-2967,473.97,False,132.0
ARR0004800,2026-03-04,MANDI014,Cotton,Premium,468.02,False,134.0
ARR0005482,2026-03-04,MANDI015,Paddy,Premium,225.08,False,91.0
ARR0022155,2026-03-04,MANDI015,Maize,HD-2967,119.86,False,6.0
ARR0010735,2026-03-04,MANDI016,Mustard,Pusa-1121,334.56,False,58.0
ARR0008603,2026-03-04,MANDI016,Sugarcane,Premium,197.8,False,
ARR0021446,2026-03-04,MANDI017,Paddy,,210.81,False,16.0
ARR0018971,2026-03-04,MANDI018,Wheat,Local,455.27,False,22.0
ARR0006202,2026-03-04,MANDI018,Mustard,Local,396.16,False,95.0
ARR0003338,2026-03-04,MANDI021,Rice,PBW-343,448.07,False,9.0
ARR0004436,2026-03-04,MANDI021,Mustard,PBW-343,488.2,False,
