trip_id,mandi_id,destination_warehouse,departure_time,arrival_time,transit_hours,was_impossible_duration,distance_km,vehicle_no_clean,driver_id,is_delayed
TRP003981,MANDI046,WH-West,2026-02-13 04:04:00,2026-02-14 02:46:32,22.71,False,1214.6,RJ-75-BC-6082,DRV819,False
TRP008857,MANDI043,WH-West,2026-02-13 04:22:57,2026-02-13 13:16:57,8.9,False,447.1,PB-99-AB-7665,DRV591,False
TRP002390,MANDI041,WH-South,2026-02-13 04:30:34,2026-02-13 07:48:34,3.3,False,179.7,,DRV193,False
TRP001777,MANDI027,Export-Terminal,2026-02-13 05:01:41,2026-02-14 04:07:00,23.09,False,1103.9,UP-81-AB-2459,DRV853,True
TRP008054,MANDI051,Export-Terminal,2026-02-13 07:42:24,2026-02-13 15:12:00,7.49,False,321.0,RJ-97-DF-9844,DRV989,False
TRP007992,MANDI049,Export-Terminal,2026-02-13 08:11:43,2026-02-14 02:29:00,18.29,False,832.2,PB-99-BC-1450,DRV112,False
TRP003231,MANDI035,WH-East,2026-02-13 08:32:00,2026-02-14 04:26:00,19.9,False,938.6,,DRV590,True
TRP002601,MANDI010,Export-Terminal,2026-02-13 08:53:00,2026-02-13 00:00:00,8.88,True,310.6,PB-69-CD-7065,DRV833,False
TRP002461,MANDI051,WH-Central,2026-02-13 09:52:58,2026-02-14 05:46:58,19.9,False,826.7,PB-41-DF-5106,DRV993,True
TRP006889,MANDI006,WH-Central,2026-02-13 09:54:00,,20.2,False,,UP-29-DF-9974,DRV428,False
TRP002327,MANDI050,Export-Terminal,2026-02-13 09:57:00,2026-02-13 16:15:00,6.3,False,312.8,HR-69-DF-7171,DRV883,False
TRP007613,MANDI037,WH-South,2026-02-13 10:53:00,,18.1,False,878.2,UP-62-AB-5889,DRV136,True
TRP001549,MANDI009,WH-East,2026-02-13 11:12:00,2026-02-14 04:12:03,17.0,False,973.5,,DRV483,False
TRP007490,MANDI042,WH-Central,2026-02-13 11:59:23,2026-02-14 04:29:23,16.5,False,840.3,UP-77-DF-1972,DRV643,False
TRP002575,MANDI011,WH-East,2026-02-13 12:39:46,2026-02-13 23:09:00,10.49,False,492.2,RJ-21-CD-6352,DRV184,False
TRP006240,MANDI034,WH-East,2026-02-13 12:46:00,2026-02-13 19:10:00,6.4,False,257.0,UP-72-DF-9228,,False
TRP000238,MANDI026,Export-Terminal,2026-02-13 13:37:34,2026-02-14 07:37:34,18.0,False,930.5,UP-62-AB-3500,DRV224,False
TRP000655,MANDI036,WH-North,2026-02-13 14:07:00,2026-02-13 20:19:18,6.2,False,298.4,UP-35-BC-6477,DRV657,False
TRP007984,MANDI055,WH-West,2026-02-13 14:11:31,2026-02-14 00:00:00,9.81,False,557.9,HR-19-CD-2552,,False
TRP007234,MANDI033,WH-North,2026-02-13 14:20:00,,18.1,False,861.9,PB-56-AB-4390,DRV904,False
TRP009932,MANDI016,WH-South,2026-02-13 14:21:00,2026-02-13 23:33:36,9.21,False,394.7,,DRV287,False
TRP007887,MANDI017,WH-South,2026-02-13 14:23:13,,23.2,False,1230.2,PB-94-CD-2002,DRV225,True
TRP008453,MANDI021,WH-South,2026-02-13 14:29:54,2026-02-13 22:35:00,8.09,False,342.6,,DRV866,False
TRP006226,MANDI021,WH-North,2026-02-13 14:34:27,,10.3,False,550.7,UP-33-AB-3670,DRV662,False
TRP003218,MANDI039,WH-North,2026-02-13 15:01:00,2026-02-14 03:25:00,12.4,False,595.4,HR-72-DF-7739,DRV301,False
TRP004552,MANDI045,Export-Terminal,2026-02-13 16:00:43,2026-02-14 09:06:43,17.1,False,888.0,,DRV526,True
TRP000509,MANDI036,WH-South,2026-02-13 19:08:00,2026-02-14 00:00:00,4.87,False,,UP-27-BC-5366,DRV950,False
TRP000167,MANDI042,WH-North,2026-02-13 19:11:18,2026-02-14 07:11:18,12.0,False,535.5,PB-93-BC-9831,,False
TRP005488,MANDI032,Export-Terminal,2026-02-13 19:47:31,2026-02-14 16:53:31,21.1,False,1162.6,RJ-49-DF-8835,DRV836,False
TRP009622,MANDI037,WH-North,2026-02-13 20:03:00,2026-02-13 22:39:17,2.6,False,146.6,PB-74-AB-9521,DRV953,False
TRP006865,MANDI038,WH-South,2026-02-13 20:03:38,2026-02-14 00:00:00,3.94,False,204.0,,DRV590,False
TRP002319,MANDI005,WH-North,2026-02-13 22:17:00,2026-02-14 10:59:37,12.71,False,674.7,DL-98-DF-4740,DRV305,False
TRP006518,MANDI028,WH-North,2026-02-13 22:51:00,2026-02-14 04:21:00,5.5,False,308.2,RJ-51-BC-9841,DRV793,False
TRP006518,MANDI028,WH-North,2026-02-13 22:51:00,2026-02-14 04:21:00,5.5,False,308.2,RJ-51-BC-9841,DRV793,False
TRP002170,MANDI038,Export-Terminal,2026-02-13 23:14:55,2026-02-14 09:02:55,9.8,False,528.1,,DRV700,False
TRP000350,MANDI035,WH-North,2026-02-13 23:37:01,2026-02-14 00:00:00,0.38,False,,HR-71-CD-2110,DRV449,False
TRP003323,MANDI014,WH-Central,2026-02-14 00:20:00,2026-02-14 23:32:00,23.2,False,1174.8,,DRV863,True
TRP006277,MANDI056,WH-Central,2026-02-14 00:35:09,2026-02-14 16:17:00,15.7,False,,,DRV818,False
TRP003343,MANDI049,WH-West,2026-02-14 01:26:00,,16.4,False,707.2,HR-31-CD-8156,DRV568,False
TRP004663,MANDI049,WH-Central,2026-02-14 01:35:00,2026-02-15 01:17:28,23.71,False,1336.5,RJ-36-CD-4962,DRV496,True
TRP004127,MANDI025,Export-Terminal,2026-02-14 02:45:05,2026-02-14 00:00:00,2.75,True,187.6,PB-67-DF-8293,DRV948,False
TRP008173,MANDI019,WH-East,2026-02-14 02:57:20,2026-02-14 16:45:20,13.8,False,601.8,UP-58-CD-7706,DRV397,False
TRP002214,MANDI043,WH-North,2026-02-14 03:23:37,,5.7,False,,DL-52-AB-8444,DRV916,False
TRP000216,MANDI028,WH-West,2026-02-14 03:32:00,2026-02-14 12:26:00,8.9,False,372.3,UP-56-BC-7370,DRV367,False
TRP003126,MANDI005,WH-Central,2026-02-14 04:30:19,2026-02-14 21:24:19,16.9,False,778.0,RJ-58-CD-3624,DRV117,False
TRP000434,MANDI034,Export-Terminal,2026-02-14 05:05:24,2026-02-14 00:00:00,5.09,True,519.6,RJ-99-CD-8125,,False
TRP005773,MANDI051,Export-Terminal,2026-02-14 05:55:00,2026-02-14 18:49:00,12.9,False,738.8,,DRV945,False
TRP005894,MANDI043,WH-East,2026-02-14 06:13:00,,13.0,False,523.8,HR-95-BC-6740,DRV359,False
TRP002599,MANDI043,WH-East,2026-02-14 06:21:39,2026-02-14 08:27:39,2.1,False,99.7,,,False
TRP002495,MANDI011,WH-North,2026-02-14 06:34:54,2026-02-15 00:00:00,17.42,False,850.0,RJ-25-BC-1166,DRV314,False
TRP002624,MANDI018,WH-North,2026-02-14 07:31:55,2026-02-14 15:01:00,7.48,False,334.3,UP-97-DF-3606,,False
TRP001926,MANDI054,WH-South,2026-02-14 09:32:27,2026-02-14 19:50:27,10.3,False,511.1,PB-22-AB-7726,DRV707,False
TRP002118,MANDI027,Export-Terminal,2026-02-14 09:41:14,2026-02-15 03:41:14,18.0,False,,,DRV925,False
TRP007135,MANDI041,WH-West,2026-02-14 10:10:00,2026-02-15 05:16:00,19.1,False,920.7,UP-99-BC-8109,,False
TRP001935,MANDI033,WH-North,2026-02-14 12:21:18,2026-02-15 00:21:18,12.0,False,531.3,RJ-49-BC-5846,DRV363,False
TRP000813,MANDI018,WH-Central,2026-02-14 13:12:09,2026-02-15 12:00:00,22.8,False,1304.1,UP-23-BC-1334,DRV781,True
TRP000740,MANDI019,WH-Central,2026-02-14 13:26:03,2026-02-14 15:26:00,2.0,False,84.2,UP-40-AB-6017,DRV358,False
TRP004774,MANDI036,WH-East,2026-02-14 15:04:22,2026-02-15 10:58:00,19.89,False,814.5,RJ-23-AB-3423,DRV785,True
TRP004774,MANDI036,WH-East,2026-02-14 15:04:22,2026-02-15 10:58:00,19.89,False,814.5,RJ-23-AB-3423,DRV785,True
TRP004646,MANDI003,WH-South,2026-02-14 15:27:49,2026-02-15 06:39:49,15.2,False,766.9,RJ-54-DF-3315,DRV192,True
TRP005055,MANDI043,WH-Central,2026-02-14 16:25:47,2026-02-15 00:07:47,7.7,False,330.5,UP-99-DF-6610,DRV603,False
TRP007615,MANDI040,WH-North,2026-02-14 16:50:56,2026-02-15 09:50:56,17.0,False,965.5,HR-44-BC-3224,,False
TRP004535,MANDI055,WH-West,2026-02-14 17:04:00,2026-02-15 12:58:44,19.91,False,1039.5,,DRV515,False
TRP001489,MANDI016,Export-Terminal,2026-02-14 17:17:38,2026-02-15 14:05:38,20.8,False,1197.7,PB-54-AB-3171,,True
TRP000515,MANDI054,WH-North,2026-02-14 18:45:00,2026-02-14 22:09:51,3.41,False,142.9,,DRV509,False
TRP008646,MANDI027,WH-North,2026-02-14 19:27:00,2026-02-15 16:21:02,20.9,False,1105.8,PB-28-BC-9236,,False
TRP000953,MANDI053,WH-South,2026-02-14 19:48:00,2026-02-15 13:24:39,17.61,False,1006.1,RJ-67-BC-5304,DRV720,True
TRP000953,MANDI053,WH-South,2026-02-14 19:48:00,2026-02-15 13:24:39,17.61,False,1006.1,RJ-67-BC-5304,DRV720,True
TRP002058,MANDI035,WH-North,2026-02-14 20:03:00,2026-02-15 16:21:00,20.3,False,1094.9,PB-56-CD-8695,DRV319,True
TRP008457,MANDI026,WH-West,2026-02-14 20:35:07,2026-02-15 06:35:00,10.0,False,582.6,,DRV586,False
TRP006940,MANDI056,Export-Terminal,2026-02-14 20:46:40,2026-02-15 13:34:00,16.79,False,755.5,,DRV254,False
TRP005799,MANDI022,WH-South,2026-02-14 20:57:00,2026-02-15 00:45:00,3.8,False,213.6,HR-67-DF-4061,DRV197,False
TRP000343,MANDI039,WH-South,2026-02-14 21:16:00,2026-02-15 12:58:00,15.7,False,701.8,DL-79-CD-4453,DRV261,False
TRP000120,MANDI023,WH-South,2026-02-15 00:00:00,2026-02-15 19:14:00,19.23,False,745.3,PB-72-CD-4744,DRV212,True
TRP000120,MANDI023,WH-South,2026-02-15 00:00:00,2026-02-15 19:14:00,19.23,False,745.3,PB-72-CD-4744,DRV212,True
TRP009113,MANDI037,Export-Terminal,2026-02-15 00:25:05,,17.1,False,817.9,HR-21-BC-1115,DRV964,False
TRP000404,MANDI010,WH-West,2026-02-15 01:03:00,2026-02-15 07:57:35,6.91,False,347.9,RJ-22-AB-4795,DRV166,False
TRP008838,MANDI032,WH-Central,2026-02-15 01:50:32,2026-02-15 00:00:00,1.84,True,562.7,RJ-46-BC-7864,DRV300,False
TRP008697,MANDI049,WH-East,2026-02-15 02:25:00,2026-02-15 06:49:41,4.41,False,249.0,PB-56-BC-4497,DRV122,False
TRP008856,MANDI006,WH-Central,2026-02-15 02:46:00,2026-02-16 02:04:03,23.3,False,1272.5,UP-53-AB-1609,DRV236,False
TRP007897,MANDI056,WH-North,2026-02-15 02:52:13,2026-02-15 09:58:00,7.1,False,329.6,HR-19-AB-9993,DRV434,False
TRP004357,MANDI007,WH-East,2026-02-15 03:08:17,2026-02-15 13:56:17,10.8,False,521.7,HR-92-BC-3644,DRV445,False
TRP000038,MANDI056,WH-North,2026-02-15 03:17:00,2026-02-15 00:00:00,3.28,True,1022.5,DL-50-BC-9760,,False
TRP000606,MANDI029,WH-South,2026-02-15 03:46:05,2026-02-15 22:16:05,18.5,False,,DL-10-DF-3170,,False
TRP004677,MANDI048,WH-North,2026-02-15 04:44:56,2026-02-15 21:26:56,16.7,False,823.5,UP-21-DF-9367,,False
TRP002766,MANDI045,WH-South,2026-02-15 05:53:00,2026-02-15 23:53:47,18.01,False,961.7,RJ-96-DF-3463,DRV495,False
TRP008127,MANDI021,WH-South,2026-02-15 06:30:58,2026-02-15 12:54:00,6.38,False,348.1,HR-68-DF-3415,DRV433,False
TRP000501,MANDI021,WH-Central,2026-02-15 06:39:31,2026-02-15 23:03:00,16.39,False,677.6,HR-77-AB-4777,,True
TRP002941,MANDI055,WH-North,2026-02-15 07:01:26,2026-02-16 00:31:00,17.49,False,1038.6,PB-23-DF-1944,DRV449,True
TRP005255,MANDI054,WH-South,2026-02-15 07:25:00,2026-02-15 18:37:00,11.2,False,,PB-38-DF-5650,DRV189,False
TRP009964,MANDI056,Export-Terminal,2026-02-15 07:30:55,2026-02-15 16:54:55,9.4,False,529.0,HR-77-CD-7974,DRV798,False
TRP002620,MANDI057,WH-West,2026-02-15 10:04:00,2026-02-15 15:16:00,5.2,False,211.1,UP-74-DF-8951,DRV493,False
TRP002767,MANDI017,Export-Terminal,2026-02-15 11:17:42,2026-02-16 00:00:00,12.7,False,1065.5,HR-88-AB-4307,DRV219,False
TRP008424,MANDI005,WH-West,2026-02-15 12:04:00,2026-02-15 18:04:24,6.01,False,304.2,HR-32-AB-4981,DRV209,False
TRP001710,MANDI002,WH-South,2026-02-15 13:29:52,2026-02-16 06:35:52,17.1,False,929.1,HR-42-BC-7724,DRV653,False
TRP001718,MANDI026,WH-North,2026-02-15 13:51:16,,12.2,False,545.0,,DRV308,False
TRP009855,MANDI047,WH-North,2026-02-15 14:04:00,2026-02-16 10:58:00,20.9,False,930.7,DL-40-DF-2603,DRV487,True
TRP001641,MANDI009,WH-West,2026-02-15 14:17:58,,10.0,False,432.9,UP-47-DF-2598,DRV523,False
TRP002848,MANDI035,WH-Central,2026-02-15 15:37:00,2026-02-16 10:31:00,18.9,False,1077.8,HR-79-CD-7884,DRV177,False
TRP002949,MANDI028,WH-Central,2026-02-15 15:37:16,2026-02-15 18:31:00,2.9,False,148.3,DL-29-DF-1180,DRV960,False
TRP008545,MANDI023,Export-Terminal,2026-02-15 17:35:41,2026-02-15 19:53:00,2.29,False,120.1,DL-65-CD-2383,DRV245,False
TRP002066,MANDI025,WH-South,2026-02-15 18:09:18,2026-02-16 13:15:00,19.1,False,974.0,,DRV572,False
TRP005246,MANDI008,Export-Terminal,2026-02-15 18:21:46,2026-02-16 03:51:46,9.5,False,404.1,,,False
TRP008712,MANDI008,Export-Terminal,2026-02-15 18:30:37,2026-02-15 22:36:37,4.1,False,221.2,RJ-33-CD-1157,DRV949,False
TRP007284,MANDI020,WH-East,2026-02-15 19:39:31,2026-02-16 00:00:00,4.34,False,594.1,PB-64-CD-8052,,False
TRP007588,MANDI031,WH-North,2026-02-15 20:09:00,2026-02-16 07:21:57,11.22,False,456.4,RJ-59-AB-2120,DRV937,False
TRP000169,MANDI001,WH-Central,2026-02-15 20:24:00,2026-02-16 09:48:03,13.4,False,,UP-16-DF-6756,DRV605,False
TRP002090,MANDI006,WH-Central,2026-02-15 20:34:06,2026-02-16 18:10:06,21.6,False,,RJ-92-CD-3302,DRV612,False
TRP005549,MANDI001,WH-South,2026-02-15 22:22:36,2026-02-16 20:04:36,21.7,False,1079.8,RJ-74-DF-2019,,True
TRP009439,MANDI011,WH-North,2026-02-15 22:45:00,2026-02-16 17:03:00,18.3,False,760.9,PB-89-AB-3390,DRV958,False
TRP009185,MANDI026,WH-North,2026-02-15 23:10:00,2026-02-16 08:28:24,9.31,False,531.2,HR-27-CD-3112,DRV499,False
TRP005854,MANDI051,WH-North,2026-02-15 23:30:00,2026-02-16 20:12:00,20.7,False,1126.9,UP-38-CD-5638,DRV530,False
TRP005854,MANDI051,WH-North,2026-02-15 23:30:00,2026-02-16 20:12:00,20.7,False,1126.9,UP-38-CD-5638,DRV530,False
TRP000033,MANDI044,WH-North,2026-02-16 00:00:00,2026-02-16 18:31:18,18.52,False,768.3,PB-19-AB-8250,DRV101,False
TRP004549,MANDI009,WH-East,2026-02-16 00:00:00,2026-02-16 12:20:00,12.33,False,568.5,UP-69-AB-8425,DRV964,False
TRP008307,MANDI020,WH-North,2026-02-16 00:00:00,2026-02-16 13:23:29,13.39,False,341.6,UP-32-DF-2604,,False
TRP003888,MANDI040,WH-West,2026-02-16 01:30:48,2026-02-16 07:06:48,5.6,False,275.5,PB-30-DF-2448,DRV912,False
TRP005422,MANDI012,WH-West,2026-02-16 01:43:07,2026-02-16 05:13:07,3.5,False,175.4,HR-49-BC-7668,DRV782,False
TRP005422,MANDI012,WH-West,2026-02-16 01:43:07,2026-02-16 05:13:07,3.5,False,175.4,HR-49-BC-7668,DRV782,False
TRP009230,MANDI030,WH-Central,2026-02-16 03:32:05,2026-02-16 14:08:05,10.6,False,483.7,RJ-82-BC-3304,DRV233,False
TRP004887,MANDI053,WH-North,2026-02-16 04:20:16,2026-02-16 20:02:16,15.7,False,747.8,HR-69-DF-5305,DRV969,False
TRP008839,MANDI022,WH-West,2026-02-16 04:43:02,2026-02-17 03:31:02,22.8,False,966.2,DL-25-BC-8177,DRV628,True
TRP007302,MANDI044,WH-West,2026-02-16 05:02:00,2026-02-17 01:44:00,20.7,False,993.3,UP-17-AB-3673,DRV267,True
TRP009605,MANDI027,WH-West,2026-02-16 05:05:00,2026-02-16 09:11:00,4.1,False,199.9,PB-85-DF-3504,DRV314,False
TRP002094,MANDI026,WH-North,2026-02-16 05:22:07,2026-02-17 04:16:07,22.9,False,1149.7,RJ-87-BC-6308,DRV360,True
TRP005647,MANDI056,WH-South,2026-02-16 06:28:40,2026-02-16 12:16:00,5.79,False,329.3,UP-91-DF-3089,DRV991,False
TRP009073,MANDI022,WH-North,2026-02-16 06:37:06,2026-02-16 16:07:06,9.5,False,428.7,UP-74-DF-5789,DRV421,False
TRP002152,MANDI013,WH-West,2026-02-16 06:38:22,2026-02-17 05:08:22,22.5,False,928.7,,DRV466,True
TRP008513,MANDI026,Export-Terminal,2026-02-16 07:14:24,2026-02-17 05:08:24,21.9,False,1279.0,,DRV946,True
TRP006457,MANDI018,WH-Central,2026-02-16 09:43:59,2026-02-17 02:55:00,17.18,False,951.2,RJ-20-CD-4873,DRV981,True
TRP004633,MANDI051,WH-North,2026-02-16 09:58:55,2026-02-16 21:16:55,11.3,False,557.7,UP-42-BC-4459,DRV231,False
TRP006298,MANDI013,WH-South,2026-02-16 10:14:00,2026-02-17 02:08:45,15.91,False,719.6,HR-31-AB-2167,DRV596,False
TRP004487,MANDI027,WH-West,2026-02-16 10:15:09,2026-02-16 20:03:00,9.8,False,402.0,,,False
TRP008466,MANDI040,WH-North,2026-02-16 10:26:55,2026-02-16 00:00:00,10.45,True,,RJ-59-AB-6345,,False
TRP007820,MANDI010,WH-East,2026-02-16 10:47:29,2026-02-17 00:29:00,13.69,False,585.2,PB-25-AB-9316,,False
TRP005956,MANDI016,Export-Terminal,2026-02-16 11:02:12,2026-02-16 17:50:00,6.8,False,402.6,HR-23-DF-1709,DRV569,False
TRP008776,MANDI031,WH-South,2026-02-16 11:47:25,2026-02-16 20:05:25,8.3,False,,PB-33-DF-6067,DRV746,False
TRP006159,MANDI008,WH-West,2026-02-16 13:00:13,2026-02-16 15:00:13,2.0,False,100.6,RJ-62-CD-2768,DRV187,False
TRP004731,MANDI018,Export-Terminal,2026-02-16 13:18:50,2026-02-17 10:00:00,20.69,False,1044.9,HR-39-BC-7782,DRV529,True
TRP003569,MANDI027,WH-North,2026-02-16 14:02:20,2026-02-17 01:26:00,11.39,False,670.3,PB-67-DF-4249,DRV464,False
TRP005260,MANDI025,WH-West,2026-02-16 14:16:15,2026-02-17 10:52:00,20.6,False,984.1,RJ-23-BC-8127,,False
TRP003108,MANDI006,WH-East,2026-02-16 14:18:13,2026-02-17 00:00:00,9.7,False,585.2,RJ-48-AB-1667,DRV931,False
TRP006149,MANDI002,WH-West,2026-02-16 14:24:09,2026-02-17 11:42:09,21.3,False,1009.6,,DRV810,True
TRP008971,MANDI002,WH-Central,2026-02-16 15:53:00,2026-02-17 06:11:57,14.32,False,632.2,,DRV810,False
TRP007338,MANDI010,WH-South,2026-02-16 16:03:00,2026-02-17 02:57:42,10.91,False,572.0,RJ-94-BC-4726,,False
TRP009295,MANDI034,WH-North,2026-02-16 18:49:19,,8.4,False,410.8,HR-92-AB-5091,DRV568,False
TRP007183,MANDI036,Export-Terminal,2026-02-16 20:19:00,2026-02-17 14:43:26,18.41,False,881.5,PB-23-AB-6087,DRV514,False
TRP004614,MANDI054,WH-North,2026-02-16 20:27:14,,9.7,False,479.9,UP-62-AB-1484,,False
TRP004614,MANDI054,WH-North,2026-02-16 20:27:14,,9.7,False,479.9,UP-62-AB-1484,,False
TRP001361,MANDI033,WH-South,2026-02-16 21:13:12,2026-02-17 17:07:00,19.9,False,987.6,PB-61-BC-1454,DRV893,False
TRP004047,MANDI017,Export-Terminal,2026-02-16 21:16:50,2026-02-17 01:58:00,4.69,False,262.5,PB-58-CD-7039,DRV742,False
TRP003245,MANDI035,WH-Central,2026-02-16 21:30:16,2026-02-17 19:42:16,22.2,False,,HR-30-CD-4579,DRV546,True
TRP008228,MANDI025,WH-North,2026-02-16 21:36:00,2026-02-17 00:00:00,2.4,False,413.3,UP-93-AB-5788,DRV138,False
TRP004345,MANDI054,WH-North,2026-02-16 21:49:00,2026-02-17 16:25:40,18.61,False,913.7,,DRV424,False
TRP005793,MANDI021,WH-West,2026-02-16 22:12:46,,6.2,False,365.8,DL-68-AB-7868,DRV932,False
TRP001267,MANDI032,WH-North,2026-02-16 23:02:00,2026-02-17 21:02:47,22.01,False,969.7,PB-88-BC-1867,DRV643,True
TRP005752,MANDI050,WH-North,2026-02-16 23:28:46,2026-02-17 14:34:46,15.1,False,884.1,PB-44-AB-2978,DRV249,False
TRP005495,MANDI007,Export-Terminal,2026-02-16 23:36:00,2026-02-17 11:54:00,12.3,False,690.9,RJ-34-CD-1336,DRV333,False
TRP006473,MANDI018,WH-Central,2026-02-17 00:00:00,2026-02-17 10:56:00,10.93,False,130.6,DL-61-BC-8686,DRV794,False
TRP007273,MANDI056,Export-Terminal,2026-02-17 00:00:00,2026-02-18 18:40:00,42.67,False,1287.6,DL-61-CD-9242,DRV538,True
TRP006473,MANDI018,WH-Central,2026-02-17 00:00:00,2026-02-17 10:56:00,10.93,False,130.6,DL-61-BC-8686,DRV794,False
TRP005198,MANDI040,WH-Central,2026-02-17 00:00:00,2026-02-18 00:20:39,24.34,False,491.2,HR-13-AB-3420,DRV312,False
TRP003567,MANDI014,Export-Terminal,2026-02-17 00:01:00,2026-02-17 16:19:00,16.3,False,846.6,,DRV950,False
TRP002955,MANDI013,WH-East,2026-02-17 00:41:39,2026-02-17 03:59:00,3.29,False,161.1,HR-90-AB-1002,DRV201,False
TRP007007,MANDI014,Export-Terminal,2026-02-17 00:42:00,2026-02-17 20:06:58,19.42,False,,PB-56-CD-5991,DRV100,False
TRP007159,MANDI039,WH-North,2026-02-17 01:00:50,2026-02-17 03:24:00,2.39,False,137.0,PB-80-BC-9448,DRV840,False
TRP009661,MANDI007,WH-East,2026-02-17 01:27:00,2026-02-17 00:00:00,1.45,True,988.9,UP-39-AB-4760,DRV986,False
TRP007853,MANDI027,WH-South,2026-02-17 02:55:00,2026-02-17 09:49:54,6.92,False,296.1,DL-24-BC-9525,DRV402,False
TRP006090,MANDI027,WH-North,2026-02-17 03:49:19,2026-02-17 19:31:00,15.69,False,881.4,,DRV551,False
TRP002420,MANDI046,WH-East,2026-02-17 03:59:55,2026-02-17 15:17:00,11.28,False,469.8,DL-81-CD-5571,DRV297,False
TRP000527,MANDI005,WH-Central,2026-02-17 04:09:54,2026-02-17 14:03:00,9.88,False,469.7,PB-29-CD-8655,DRV475,False
TRP005225,MANDI038,WH-Central,2026-02-17 04:30:00,2026-02-18 01:06:52,20.61,False,863.0,,DRV785,True
TRP004971,MANDI037,WH-North,2026-02-17 04:46:00,2026-02-18 03:34:00,22.8,False,1138.5,,DRV752,False
TRP005884,MANDI019,WH-Central,2026-02-17 04:56:42,2026-02-18 00:00:00,19.06,False,965.7,UP-43-CD-2910,,False
TRP004936,MANDI027,WH-West,2026-02-17 05:03:46,2026-02-17 07:27:00,2.39,False,,UP-82-CD-8630,DRV180,False
TRP001148,MANDI024,WH-South,2026-02-17 06:29:33,2026-02-17 12:23:00,5.89,False,245.2,UP-78-DF-6023,DRV831,False
TRP001148,MANDI024,WH-South,2026-02-17 06:29:33,2026-02-17 12:23:00,5.89,False,245.2,UP-78-DF-6023,DRV831,False
TRP001432,MANDI032,WH-South,2026-02-17 06:50:00,2026-02-18 06:02:00,23.2,False,1198.2,DL-15-AB-2903,DRV756,True
TRP006818,MANDI016,WH-West,2026-02-17 07:53:44,2026-02-17 22:59:44,15.1,False,759.7,RJ-99-DF-1776,DRV621,False
TRP008671,MANDI041,WH-East,2026-02-17 11:25:00,2026-02-17 19:55:46,8.51,False,400.7,PB-35-BC-7801,DRV751,False
TRP007978,MANDI055,WH-Central,2026-02-17 12:28:34,2026-02-17 18:58:00,6.49,False,351.9,,DRV290,False
TRP004341,MANDI030,WH-West,2026-02-17 12:43:56,2026-02-18 03:55:56,15.2,False,,DL-81-AB-8057,,False
TRP000870,MANDI013,WH-West,2026-02-17 12:54:17,2026-02-18 09:36:17,20.7,False,1166.3,UP-77-DF-2874,,True
TRP000296,MANDI006,WH-West,2026-02-17 15:25:10,2026-02-17 19:43:00,4.3,False,,DL-24-DF-5090,,False
TRP000225,MANDI021,WH-Central,2026-02-17 15:29:01,,17.0,False,785.4,,DRV936,True
TRP004088,MANDI043,WH-East,2026-02-17 15:30:53,2026-02-18 05:30:53,14.0,False,784.4,PB-70-DF-1759,DRV654,False
TRP008972,MANDI034,WH-North,2026-02-17 17:10:25,2026-02-18 02:58:00,9.79,False,543.2,RJ-57-BC-3557,DRV116,False
TRP003934,MANDI006,WH-South,2026-02-17 17:49:00,2026-02-18 03:25:00,9.6,False,459.6,UP-17-CD-8251,,False
TRP004135,MANDI011,WH-Central,2026-02-17 18:38:47,,10.4,False,485.3,HR-10-CD-4940,DRV162,False
TRP006227,MANDI026,WH-North,2026-02-17 19:26:15,2026-02-18 00:44:15,5.3,False,,RJ-24-DF-7465,DRV836,False
TRP003527,MANDI055,WH-North,2026-02-17 19:49:00,,4.1,False,239.7,PB-25-BC-1517,DRV630,False
TRP001815,MANDI022,WH-Central,2026-02-17 20:17:35,2026-02-18 18:59:35,22.7,False,909.7,UP-53-BC-6619,DRV446,True
TRP001480,MANDI009,Export-Terminal,2026-02-17 20:34:13,2026-02-18 14:04:00,17.5,False,957.5,,DRV457,False
TRP001662,MANDI029,WH-North,2026-02-17 21:00:00,2026-02-18 02:48:58,5.82,False,236.4,HR-35-AB-1827,,False
TRP003889,MANDI001,WH-North,2026-02-17 21:22:00,2026-02-18 13:16:00,15.9,False,795.6,DL-58-BC-6496,DRV440,False
TRP005296,MANDI017,WH-West,2026-02-17 21:55:00,2026-02-18 21:37:23,23.71,False,1081.8,DL-46-CD-7660,DRV634,True
TRP002753,MANDI011,WH-Central,2026-02-17 22:06:00,2026-02-18 19:54:56,21.82,False,,UP-66-AB-1225,DRV768,False
TRP009406,MANDI034,WH-West,2026-02-17 22:45:41,,12.6,False,714.7,,DRV567,False
TRP000483,MANDI016,WH-South,2026-02-18 00:00:00,2026-02-19 07:13:54,31.23,False,549.5,PB-43-CD-3684,DRV899,True
TRP001404,MANDI034,WH-South,2026-02-18 00:00:00,2026-02-19 00:00:00,24.0,False,995.8,HR-99-BC-2336,DRV161,True
TRP009299,MANDI035,Export-Terminal,2026-02-18 00:29:00,2026-02-18 04:53:55,4.42,False,178.1,HR-10-BC-1864,DRV248,False
TRP005067,MANDI011,Export-Terminal,2026-02-18 01:31:00,2026-02-18 06:43:35,5.21,False,307.1,,DRV844,False
TRP003833,MANDI041,WH-East,2026-02-18 01:56:00,2026-02-18 22:44:53,20.81,False,1147.7,HR-72-CD-6967,DRV752,True
TRP005324,MANDI005,WH-North,2026-02-18 02:11:10,2026-02-18 00:00:00,2.19,True,697.7,UP-73-AB-1700,DRV267,False
